order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,state,region,product_name,category,sub_category,sales,quantity,discount,profit
CA-2020-101718,2020-09-08,2020-09-11,Same Day,CG-10308,Customer_254,Home Office,Minnesota,Central,Stapler,Office Supplies,Paper,109.79,4,0.2,18.63
CA-2020-101719,2020-09-08,2020-09-13,First Class,CG-10478,Customer_87,Corporate,Texas,Central,iPhone 14,Technology,Copiers,1541.17,5,0.4,-1363.75
CA-2020-101720,2020-09-08,2020-09-11,Standard Class,CG-10030,Customer_291,Corporate,Arizona,West,Samsung Galaxy,Technology,Copiers,604.74,1,0.2,23.7
CA-2020-101721,2020-09-08,2020-09-10,Second Class,CG-10339,Customer_299,Home Office,Indiana,Central,Office Chair,Furniture,Furnishings,110.51,2,0.0,63.63
CA-2020-101722,2020-09-08,2020-09-09,Second Class,CG-10226,Customer_291,Consumer,Ohio,East,Filing Cabinet,Furniture,Bookcases,612.4,3,0.4,-282.13
CA-2020-101723,2020-09-08,2020-09-10,Standard Class,CG-10193,Customer_134,Consumer,Arizona,West,Samsung Galaxy,Technology,Computers,1560.37,7,0.0,1861.78
CA-2020-101724,2020-09-08,2020-09-10,Same Day,CG-10343,Customer_184,Consumer,Tennessee,South,HP Laptop,Technology,Computers,481.02,1,0.5,-73.88
CA-2020-101725,2020-09-09,2020-09-14,Standard Class,CG-10382,Customer_253,Corporate,Nevada,West,Executive Desk,Furniture,Chairs,520.29,6,0.4,-344.43
CA-2020-101726,2020-09-09,2020-09-10,Second Class,CG-10330,Customer_279,Consumer,Ohio,East,iPhone 14,Technology,Accessories,561.94,4,0.0,679.28
CA-2020-101727,2020-09-09,2020-09-10,Second Class,CG-10451,Customer_139,Home Office,Arizona,West,Bookcase,Furniture,Chairs,97.84,7,0.1,93.25
CA-2020-101728,2020-09-09,2020-09-10,Standard Class,CG-10409,Customer_185,Consumer,Utah,West,Manila Folders,Office Supplies,Binders,126.86,4,0.1,94.68
CA-2020-101729,2020-09-09,2020-09-10,First Class,CG-10141,Customer_263,Corporate,Georgia,East,Pen Set,Office Supplies,Storage,27.99,1,0.5,-7.01
CA-2020-101730,2020-09-09,2020-09-10,First Class,CG-10493,Customer_176,Corporate,Utah,West,HP Laptop,Technology,Phones,1411.67,1,0.1,132.6
CA-2020-101731,2020-09-09,2020-09-14,First Class,CG-10233,Customer_85,Consumer,Colorado,West,Stapler,Office Supplies,Binders,55.39,6,0.0,106.09
CA-2020-101732,2020-09-10,2020-09-13,Second Class,CG-10339,Customer_248,Consumer,Pennsylvania,East,Sticky Notes,Office Supplies,Labels,46.46,4,0.5,-62.68
CA-2020-101733,2020-09-10,2020-09-12,First Class,CG-10099,Customer_79,Corporate,Minnesota,Central,Pen Set,Office Supplies,Art,132.36,3,0.0,65.46
CA-2020-101734,2020-09-10,2020-09-11,First Class,CG-10152,Customer_72,Consumer,North Carolina,East,Pen Set,Office Supplies,Storage,95.61,3,0.1,32.99
CA-2020-101735,2020-09-10,2020-09-17,Standard Class,CG-10358,Customer_220,Home Office,California,West,Standing Desk,Furniture,Furnishings,795.65,1,0.0,233.21
CA-2020-101736,2020-09-10,2020-09-13,Same Day,CG-10329,Customer_92,Corporate,Mississippi,South,Office Chair,Furniture,Chairs,871.0,5,0.2,304.36
CA-2020-101737,2020-09-10,2020-09-13,Same Day,CG-10482,Customer_108,Consumer,Alabama,South,Samsung Galaxy,Technology,Phones,702.65,4,0.2,182.84
CA-2020-101738,2020-09-10,2020-09-12,Standard Class,CG-10191,Customer_235,Consumer,Florida,East,A4 Paper,Office Supplies,Art,83.49,2,0.2,5.67
CA-2020-101739,2020-09-11,2020-09-16,Same Day,CG-10068,Customer_165,Consumer,Kentucky,South,Stapler,Office Supplies,Binders,45.49,4,0.0,49.39
CA-2020-101740,2020-09-11,2020-09-15,First Class,CG-10323,Customer_117,Home Office,Colorado,West,Scissors,Office Supplies,Envelopes,118.57,3,0.2,20.14
CA-2020-101741,2020-09-11,2020-09-15,Second Class,CG-10112,Customer_219,Corporate,Utah,West,Logitech Mouse,Technology,Computers,1132.85,3,0.4,-563.14
CA-2020-101742,2020-09-11,2020-09-14,First Class,CG-10403,Customer_154,Home Office,Ohio,East,Ergonomic Chair,Furniture,Furnishings,336.17,2,0.0,177.24
CA-2020-101743,2020-09-11,2020-09-17,Standard Class,CG-10381,Customer_76,Consumer,Oregon,West,Pen Set,Office Supplies,Paper,127.02,3,0.2,15.89
CA-2020-101744,2020-09-11,2020-09-17,Same Day,CG-10214,Customer_191,Home Office,Indiana,Central,Standing Desk,Furniture,Tables,685.75,2,0.1,233.46
CA-2020-101745,2020-09-11,2020-09-13,Standard Class,CG-10042,Customer_95,Consumer,Arizona,West,Samsung Galaxy,Technology,Computers,959.23,3,0.0,850.9
CA-2020-101746,2020-09-12,2020-09-16,Standard Class,CG-10388,Customer_3,Consumer,Georgia,East,Bookcase,Furniture,Furnishings,119.73,6,0.0,190.48
CA-2020-101747,2020-09-12,2020-09-15,First Class,CG-10348,Customer_90,Corporate,Missouri,Central,Pen Set,Office Supplies,Binders,128.32,2,0.3,-12.8
CA-2020-101748,2020-09-12,2020-09-17,Same Day,CG-10235,Customer_54,Corporate,Minnesota,Central,Filing Cabinet,Furniture,Bookcases,1070.56,5,0.0,1037.41
CA-2020-101749,2020-09-12,2020-09-16,Second Class,CG-10476,Customer_198,Consumer,Louisiana,South,Sofa,Furniture,Chairs,666.85,4,0.5,-690.71
CA-2020-101750,2020-09-12,2020-09-15,First Class,CG-10109,Customer_58,Consumer,Washington,West,Sony Headphones,Technology,Accessories,871.78,3,0.0,459.38
CA-2020-101751,2020-09-12,2020-09-15,Standard Class,CG-10415,Customer_148,Consumer,New York,East,iPhone 14,Technology,Phones,733.68,1,0.0,120.72
CA-2020-101752,2020-09-12,2020-09-13,Standard Class,CG-10341,Customer_179,Corporate,Kentucky,South,Sony Headphones,Technology,Computers,581.3,2,0.2,71.05
CA-2020-101753,2020-09-13,2020-09-18,Same Day,CG-10300,Customer_168,Corporate,Louisiana,South,Sony Headphones,Technology,Computers,1091.59,2,0.2,124.55
CA-2020-101754,2020-09-13,2020-09-14,Standard Class,CG-10426,Customer_169,Consumer,Nevada,West,Sofa,Furniture,Bookcases,216.71,2,0.2,24.25
CA-2020-101755,2020-09-13,2020-09-15,Standard Class,CG-10245,Customer_65,Corporate,Nevada,West,Ergonomic Chair,Furniture,Furnishings,1036.26,3,0.0,1043.39
CA-2020-101756,2020-09-13,2020-09-14,First Class,CG-10363,Customer_269,Consumer,North Carolina,East,Apple iPad,Technology,Phones,427.97,4,0.1,232.29
CA-2020-101757,2020-09-13,2020-09-20,Same Day,CG-10070,Customer_192,Home Office,Alabama,South,Samsung Galaxy,Technology,Computers,1376.28,1,0.5,-316.47
CA-2020-101758,2020-09-13,2020-09-14,First Class,CG-10480,Customer_12,Corporate,Virginia,East,Scissors,Office Supplies,Storage,50.24,2,0.0,23.39
CA-2020-101759,2020-09-13,2020-09-20,Second Class,CG-10405,Customer_172,Consumer,Arkansas,South,Manila Folders,Office Supplies,Binders,39.78,7,0.0,67.68
CA-2020-101760,2020-09-14,2020-09-18,Standard Class,CG-10040,Customer_268,Home Office,Kentucky,South,Canon Copier,Technology,Accessories,1063.85,2,0.0,537.39
CA-2020-101761,2020-09-14,2020-09-20,First Class,CG-10313,Customer_282,Consumer,Kentucky,South,Filing Cabinet,Furniture,Furnishings,876.67,2,0.0,535.83
CA-2020-101762,2020-09-14,2020-09-17,First Class,CG-10186,Customer_298,Home Office,Utah,West,iPhone 14,Technology,Copiers,1345.02,6,0.3,-312.38
CA-2020-101763,2020-09-14,2020-09-21,Same Day,CG-10027,Customer_104,Corporate,Alabama,South,Conference Table,Furniture,Chairs,326.17,2,0.2,30.9
CA-2020-101764,2020-09-14,2020-09-19,Standard Class,CG-10212,Customer_156,Corporate,Alabama,South,Conference Table,Furniture,Furnishings,426.4,1,0.0,107.04
CA-2020-101765,2020-09-14,2020-09-15,First Class,CG-10054,Customer_217,Consumer,Alabama,South,Pen Set,Office Supplies,Labels,123.01,2,0.0,45.22
CA-2020-101766,2020-09-15,2020-09-22,Standard Class,CG-10306,Customer_241,Corporate,Indiana,Central,iPhone 14,Technology,Phones,1339.2,6,0.0,2333.33
CA-2020-101767,2020-09-15,2020-09-20,Second Class,CG-10035,Customer_267,Corporate,Washington,West,Dell Monitor,Technology,Copiers,1321.64,1,0.3,-42.62
CA-2020-101768,2020-09-15,2020-09-21,Standard Class,CG-10451,Customer_99,Home Office,Wisconsin,Central,Executive Desk,Furniture,Bookcases,362.59,1,0.0,96.88
CA-2020-101769,2020-09-15,2020-09-21,Standard Class,CG-10426,Customer_292,Corporate,Arizona,West,Samsung Galaxy,Technology,Accessories,1453.69,2,0.0,553.65
CA-2020-101770,2020-09-15,2020-09-16,First Class,CG-10261,Customer_157,Home Office,Ohio,East,Binders Pack,Office Supplies,Labels,56.92,5,0.0,43.17
CA-2020-101771,2020-09-15,2020-09-17,Same Day,CG-10210,Customer_40,Home Office,Indiana,Central,Pen Set,Office Supplies,Paper,62.48,1,0.4,-7.99
CA-2020-101772,2020-09-15,2020-09-16,Same Day,CG-10306,Customer_293,Home Office,Ohio,East,HP Laptop,Technology,Phones,613.79,5,0.0,723.74
CA-2020-101773,2020-09-16,2020-09-20,Same Day,CG-10377,Customer_177,Corporate,Oklahoma,South,Logitech Mouse,Technology,Accessories,337.11,1,0.2,21.13
CA-2020-101774,2020-09-16,2020-09-23,Second Class,CG-10052,Customer_72,Consumer,Ohio,East,Scissors,Office Supplies,Binders,64.94,6,0.3,-18.05
CA-2020-101775,2020-09-16,2020-09-19,Second Class,CG-10138,Customer_181,Consumer,Virginia,East,iPhone 14,Technology,Accessories,163.2,7,0.0,380.52
CA-2020-101776,2020-09-16,2020-09-18,First Class,CG-10177,Customer_111,Corporate,Pennsylvania,East,Conference Table,Furniture,Furnishings,556.32,3,0.4,-318.95
CA-2020-101777,2020-09-16,2020-09-17,Same Day,CG-10400,Customer_54,Home Office,North Carolina,East,Sony Headphones,Technology,Phones,1342.14,2,0.0,506.11
CA-2020-101778,2020-09-16,2020-09-21,Second Class,CG-10045,Customer_138,Corporate,Arizona,West,Standing Desk,Furniture,Chairs,1079.33,3,0.1,351.92
CA-2020-101779,2020-09-16,2020-09-18,Same Day,CG-10081,Customer_233,Consumer,Illinois,Central,Apple iPad,Technology,Copiers,265.89,1,0.3,-10.57
CA-2020-101780,2020-09-17,2020-09-24,Same Day,CG-10173,Customer_79,Home Office,Oregon,West,Samsung Galaxy,Technology,Copiers,603.35,3,0.5,-401.72
CA-2020-101781,2020-09-17,2020-09-19,Second Class,CG-10332,Customer_208,Corporate,Colorado,West,Binders Pack,Office Supplies,Fasteners,74.49,2,0.4,-23.84
CA-2020-101782,2020-09-17,2020-09-24,Same Day,CG-10040,Customer_32,Home Office,Utah,West,Office Chair,Furniture,Furnishings,260.52,7,0.5,-318.8
CA-2020-101783,2020-09-17,2020-09-18,Standard Class,CG-10306,Customer_232,Home Office,Virginia,East,Binders Pack,Office Supplies,Fasteners,25.63,2,0.3,-2.63
CA-2020-101784,2020-09-17,2020-09-24,First Class,CG-10266,Customer_179,Consumer,Arizona,West,iPhone 14,Technology,Copiers,888.11,7,0.0,1654.62
CA-2020-101785,2020-09-17,2020-09-19,Second Class,CG-10306,Customer_174,Home Office,Texas,Central,Sticky Notes,Office Supplies,Envelopes,85.7,1,0.1,14.51
CA-2020-101786,2020-09-17,2020-09-22,Second Class,CG-10026,Customer_35,Corporate,Nevada,West,Samsung Galaxy,Technology,Phones,1500.65,1,0.2,78.04
CA-2020-101787,2020-09-18,2020-09-24,Same Day,CG-10048,Customer_88,Home Office,Arkansas,South,Samsung Galaxy,Technology,Copiers,1796.34,5,0.5,-2829.54
CA-2020-101788,2020-09-18,2020-09-20,Second Class,CG-10271,Customer_115,Home Office,Ohio,East,Canon Copier,Technology,Accessories,1424.16,4,0.4,-951.29
CA-2020-101789,2020-09-18,2020-09-25,Standard Class,CG-10305,Customer_291,Corporate,Alabama,South,Office Chair,Furniture,Furnishings,313.31,7,0.1,440.71
CA-2020-101790,2020-09-18,2020-09-24,Same Day,CG-10398,Customer_104,Consumer,Indiana,Central,Bookcase,Furniture,Chairs,858.91,7,0.5,-1744.7
CA-2020-101791,2020-09-18,2020-09-25,Standard Class,CG-10437,Customer_190,Consumer,Indiana,Central,Office Chair,Furniture,Furnishings,640.49,3,0.0,455.82
CA-2020-101792,2020-09-18,2020-09-23,First Class,CG-10269,Customer_164,Corporate,Texas,Central,Stapler,Office Supplies,Art,68.88,5,0.5,-66.1
CA-2020-101793,2020-09-18,2020-09-25,First Class,CG-10462,Customer_76,Home Office,Michigan,Central,Apple iPad,Technology,Phones,1692.99,7,0.1,1081.55
CA-2020-101794,2020-09-19,2020-09-20,Standard Class,CG-10209,Customer_188,Corporate,Washington,West,Binders Pack,Office Supplies,Art,101.42,3,0.0,51.14
CA-2020-101795,2020-09-19,2020-09-22,Same Day,CG-10203,Customer_80,Corporate,Florida,East,Manila Folders,Office Supplies,Labels,98.78,2,0.1,22.28
CA-2020-101796,2020-09-19,2020-09-21,First Class,CG-10281,Customer_111,Corporate,Texas,Central,Dell Monitor,Technology,Computers,154.57,1,0.1,17.93
CA-2020-101797,2020-09-19,2020-09-22,Same Day,CG-10233,Customer_20,Consumer,Kentucky,South,Stapler,Office Supplies,Art,122.53,3,0.0,109.69
CA-2020-101798,2020-09-19,2020-09-26,Same Day,CG-10039,Customer_176,Home Office,Minnesota,Central,Dell Monitor,Technology,Accessories,1455.85,4,0.4,-793.88
CA-2020-101799,2020-09-19,2020-09-24,First Class,CG-10245,Customer_228,Corporate,North Carolina,East,HP Laptop,Technology,Copiers,632.74,2,0.3,-54.39
CA-2020-101800,2020-09-19,2020-09-21,First Class,CG-10017,Customer_183,Consumer,Tennessee,South,HP Laptop,Technology,Phones,621.37,6,0.0,598.28
CA-2020-101801,2020-09-20,2020-09-27,Standard Class,CG-10409,Customer_96,Consumer,Mississippi,South,Apple iPad,Technology,Phones,224.04,2,0.2,23.1
CA-2020-101802,2020-09-20,2020-09-26,Same Day,CG-10109,Customer_267,Home Office,Tennessee,South,A4 Paper,Office Supplies,Envelopes,17.09,5,0.3,-4.66
CA-2020-101803,2020-09-20,2020-09-24,Standard Class,CG-10401,Customer_177,Corporate,California,West,Scissors,Office Supplies,Envelopes,97.08,4,0.0,126.43
CA-2020-101804,2020-09-20,2020-09-27,Second Class,CG-10256,Customer_12,Home Office,Texas,Central,Binders Pack,Office Supplies,Labels,34.62,2,0.5,-17.35
CA-2020-101805,2020-09-20,2020-09-23,Second Class,CG-10015,Customer_174,Corporate,Arizona,West,Filing Cabinet,Furniture,Tables,1040.8,4,0.2,126.18
CA-2020-101806,2020-09-20,2020-09-22,Second Class,CG-10356,Customer_31,Consumer,Kentucky,South,Stapler,Office Supplies,Paper,119.59,1,0.1,11.7
CA-2020-101807,2020-09-21,2020-09-24,Second Class,CG-10148,Customer_296,Consumer,Colorado,West,A4 Paper,Office Supplies,Binders,55.68,6,0.2,13.64
CA-2020-101808,2020-09-21,2020-09-23,First Class,CG-10455,Customer_94,Home Office,Washington,West,Office Chair,Furniture,Tables,477.75,7,0.1,356.84
CA-2020-101809,2020-09-21,2020-09-28,First Class,CG-10499,Customer_283,Corporate,California,West,Dell Monitor,Technology,Accessories,679.92,4,0.1,496.26
CA-2020-101810,2020-09-21,2020-09-22,Standard Class,CG-10449,Customer_153,Home Office,Indiana,Central,Logitech Mouse,Technology,Computers,288.84,5,0.0,247.78
CA-2020-101811,2020-09-21,2020-09-27,First Class,CG-10118,Customer_35,Corporate,Arkansas,South,Dell Monitor,Technology,Accessories,187.33,5,0.0,170.62
CA-2020-101812,2020-09-21,2020-09-28,First Class,CG-10210,Customer_180,Home Office,Oklahoma,South,Filing Cabinet,Furniture,Furnishings,552.41,3,0.4,-281.75
CA-2020-101813,2020-09-21,2020-09-24,First Class,CG-10476,Customer_39,Consumer,Michigan,Central,Binders Pack,Office Supplies,Envelopes,132.62,6,0.0,157.49
CA-2020-101814,2020-09-22,2020-09-26,Second Class,CG-10477,Customer_191,Home Office,Nevada,West,Pen Set,Office Supplies,Art,129.28,1,0.0,44.45
CA-2020-101815,2020-09-22,2020-09-26,Standard Class,CG-10386,Customer_147,Corporate,Utah,West,Sticky Notes,Office Supplies,Storage,115.37,1,0.5,-37.22
CA-2020-101816,2020-09-22,2020-09-27,Same Day,CG-10263,Customer_107,Home Office,Pennsylvania,East,A4 Paper,Office Supplies,Storage,91.9,4,0.2,21.98
CA-2020-101817,2020-09-22,2020-09-24,Same Day,CG-10251,Customer_146,Corporate,Ohio,East,Ergonomic Chair,Furniture,Tables,971.05,5,0.0,1061.49
CA-2020-101818,2020-09-22,2020-09-25,Same Day,CG-10098,Customer_118,Home Office,Pennsylvania,East,Pen Set,Office Supplies,Storage,77.2,5,0.0,62.28
CA-2020-101819,2020-09-22,2020-09-27,Second Class,CG-10017,Customer_208,Corporate,Indiana,Central,Logitech Mouse,Technology,Phones,434.97,5,0.3,-94.51
CA-2020-101820,2020-09-22,2020-09-25,First Class,CG-10089,Customer_79,Corporate,Mississippi,South,Sofa,Furniture,Furnishings,792.8,7,0.1,750.35
CA-2020-101821,2020-09-23,2020-09-25,First Class,CG-10024,Customer_285,Corporate,Georgia,East,Executive Desk,Furniture,Furnishings,1037.79,1,0.3,-36.42
CA-2020-101822,2020-09-23,2020-09-30,Same Day,CG-10455,Customer_273,Home Office,Kentucky,South,Apple iPad,Technology,Accessories,167.64,5,0.5,-145.95
CA-2020-101823,2020-09-23,2020-09-30,Same Day,CG-10273,Customer_15,Home Office,Arkansas,South,Logitech Mouse,Technology,Phones,553.65,3,0.0,471.08
CA-2020-101824,2020-09-23,2020-09-27,Standard Class,CG-10023,Customer_168,Consumer,Arkansas,South,A4 Paper,Office Supplies,Storage,44.87,2,0.0,17.63
CA-2020-101825,2020-09-23,2020-09-30,Second Class,CG-10068,Customer_75,Corporate,Indiana,Central,Samsung Galaxy,Technology,Accessories,299.9,5,0.2,85.65
CA-2020-101826,2020-09-23,2020-09-30,First Class,CG-10409,Customer_259,Consumer,Wisconsin,Central,Ergonomic Chair,Furniture,Tables,317.61,3,0.0,247.41
CA-2020-101827,2020-09-23,2020-09-24,Same Day,CG-10329,Customer_166,Consumer,Indiana,Central,Conference Table,Furniture,Bookcases,481.81,3,0.3,-95.48
CA-2020-101828,2020-09-24,2020-09-28,Same Day,CG-10010,Customer_125,Corporate,Indiana,Central,Office Chair,Furniture,Bookcases,1057.67,2,0.0,654.56
CA-2020-101829,2020-09-24,2020-09-29,Standard Class,CG-10259,Customer_246,Consumer,Florida,East,Tape Dispenser,Office Supplies,Paper,121.9,1,0.5,-21.98
CA-2020-101830,2020-09-24,2020-09-30,First Class,CG-10009,Customer_176,Home Office,Washington,West,Scissors,Office Supplies,Fasteners,133.01,5,0.1,108.55
CA-2020-101831,2020-09-24,2020-09-25,First Class,CG-10100,Customer_57,Consumer,Nevada,West,Sony Headphones,Technology,Phones,335.75,6,0.3,-113.06
CA-2020-101832,2020-09-24,2020-09-29,Standard Class,CG-10011,Customer_204,Home Office,Oregon,West,Tape Dispenser,Office Supplies,Paper,14.13,3,0.1,8.2
CA-2020-101833,2020-09-24,2020-09-26,Standard Class,CG-10073,Customer_177,Corporate,New York,East,Manila Folders,Office Supplies,Art,24.73,3,0.0,20.64
CA-2020-101834,2020-09-24,2020-09-25,First Class,CG-10395,Customer_223,Corporate,Utah,West,Executive Desk,Furniture,Furnishings,1031.21,7,0.2,257.18
CA-2020-101835,2020-09-25,2020-09-30,Standard Class,CG-10132,Customer_272,Corporate,New York,East,Executive Desk,Furniture,Chairs,247.16,2,0.3,-19.94
CA-2020-101836,2020-09-25,2020-09-27,Same Day,CG-10234,Customer_261,Consumer,New York,East,Logitech Mouse,Technology,Accessories,1088.44,6,0.0,1812.38
CA-2020-101837,2020-09-25,2020-09-29,First Class,CG-10090,Customer_209,Corporate,North Carolina,East,Bookcase,Furniture,Chairs,319.78,3,0.2,63.77
CA-2020-101838,2020-09-25,2020-10-01,Second Class,CG-10224,Customer_63,Corporate,Utah,West,Manila Folders,Office Supplies,Paper,13.17,5,0.2,4.32
CA-2020-101839,2020-09-25,2020-09-27,First Class,CG-10479,Customer_241,Home Office,Arkansas,South,Canon Copier,Technology,Accessories,275.89,1,0.3,-12.24
CA-2020-101840,2020-09-25,2020-10-02,Standard Class,CG-10004,Customer_56,Consumer,Washington,West,Logitech Mouse,Technology,Phones,1316.81,3,0.5,-1248.87
CA-2020-101841,2020-09-25,2020-09-28,Second Class,CG-10022,Customer_232,Consumer,Washington,West,Conference Table,Furniture,Chairs,272.93,1,0.0,68.85
CA-2020-101842,2020-09-26,2020-09-28,Same Day,CG-10183,Customer_189,Corporate,Indiana,Central,Bookcase,Furniture,Furnishings,321.39,3,0.0,234.17
CA-2020-101843,2020-09-26,2020-09-28,Same Day,CG-10215,Customer_268,Consumer,Florida,East,Filing Cabinet,Furniture,Chairs,474.84,3,0.5,-313.65
CA-2020-101844,2020-09-26,2020-10-02,Same Day,CG-10045,Customer_138,Corporate,Louisiana,South,Samsung Galaxy,Technology,Accessories,1229.31,5,0.1,1053.42
CA-2020-101845,2020-09-26,2020-09-29,Standard Class,CG-10129,Customer_172,Home Office,Michigan,Central,Ergonomic Chair,Furniture,Chairs,570.27,1,0.0,153.93
CA-2020-101846,2020-09-26,2020-10-03,First Class,CG-10381,Customer_220,Consumer,Kentucky,South,A4 Paper,Office Supplies,Labels,132.83,6,0.3,-35.85
CA-2020-101847,2020-09-26,2020-10-01,Standard Class,CG-10349,Customer_215,Consumer,Oklahoma,South,Samsung Galaxy,Technology,Computers,857.91,4,0.2,207.66
CA-2020-101848,2020-09-26,2020-10-01,First Class,CG-10073,Customer_276,Home Office,Virginia,East,Executive Desk,Furniture,Chairs,290.3,5,0.1,196.71
CA-2020-101849,2020-09-27,2020-09-29,Standard Class,CG-10000,Customer_251,Consumer,Nevada,West,Binders Pack,Office Supplies,Storage,79.93,1,0.3,-4.27
CA-2020-101850,2020-09-27,2020-09-30,Same Day,CG-10140,Customer_114,Corporate,Ohio,East,Stapler,Office Supplies,Supplies,68.89,1,0.0,15.74
CA-2020-101851,2020-09-27,2020-09-30,Standard Class,CG-10443,Customer_215,Consumer,Ohio,East,Executive Desk,Furniture,Furnishings,899.48,1,0.5,-155.95
CA-2020-101852,2020-09-27,2020-10-04,First Class,CG-10291,Customer_117,Consumer,Missouri,Central,Pen Set,Office Supplies,Supplies,131.6,7,0.1,100.73
CA-2020-101853,2020-09-27,2020-10-03,Same Day,CG-10061,Customer_283,Home Office,Virginia,East,HP Laptop,Technology,Copiers,1527.43,4,0.2,343.79
CA-2020-101854,2020-09-27,2020-10-01,Same Day,CG-10062,Customer_205,Home Office,California,West,HP Laptop,Technology,Computers,782.75,5,0.5,-1222.05
CA-2020-101855,2020-09-28,2020-10-03,Second Class,CG-10322,Customer_295,Corporate,Oklahoma,South,Pen Set,Office Supplies,Envelopes,38.49,7,0.0,65.66
CA-2020-101856,2020-09-28,2020-10-04,First Class,CG-10107,Customer_89,Consumer,Florida,East,HP Laptop,Technology,Computers,1657.62,4,0.5,-1426.33
CA-2020-101857,2020-09-28,2020-09-29,Second Class,CG-10235,Customer_218,Consumer,Oklahoma,South,Sofa,Furniture,Furnishings,483.83,3,0.0,315.41
CA-2020-101858,2020-09-28,2020-10-03,Second Class,CG-10015,Customer_75,Home Office,Pennsylvania,East,Sticky Notes,Office Supplies,Paper,110.24,2,0.0,59.43
CA-2020-101859,2020-09-28,2020-10-04,Second Class,CG-10461,Customer_294,Corporate,Tennessee,South,iPhone 14,Technology,Phones,1782.56,4,0.5,-1736.48
CA-2020-101860,2020-09-28,2020-10-03,Same Day,CG-10423,Customer_73,Consumer,New York,East,Filing Cabinet,Furniture,Bookcases,682.23,3,0.0,307.31
CA-2020-101861,2020-09-28,2020-10-02,Second Class,CG-10245,Customer_225,Corporate,Illinois,Central,Conference Table,Furniture,Chairs,581.16,4,0.5,-707.37
CA-2020-101862,2020-09-29,2020-09-30,First Class,CG-10236,Customer_179,Consumer,Louisiana,South,Apple iPad,Technology,Computers,1300.28,1,0.4,-139.23
CA-2020-101863,2020-09-29,2020-10-03,First Class,CG-10303,Customer_80,Home Office,Georgia,East,Sticky Notes,Office Supplies,Labels,35.61,2,0.0,20.29
CA-2020-101864,2020-09-29,2020-10-06,Second Class,CG-10110,Customer_241,Home Office,North Carolina,East,Bookcase,Furniture,Tables,589.82,2,0.3,-51.63
CA-2020-101865,2020-09-29,2020-09-30,Second Class,CG-10173,Customer_212,Home Office,Wisconsin,Central,Filing Cabinet,Furniture,Tables,407.57,6,0.0,649.5
CA-2020-101866,2020-09-29,2020-10-01,Second Class,CG-10004,Customer_161,Home Office,Wisconsin,Central,Conference Table,Furniture,Bookcases,254.14,3,0.2,48.95
CA-2020-101867,2020-09-29,2020-10-05,Second Class,CG-10408,Customer_77,Home Office,Michigan,Central,Executive Desk,Furniture,Bookcases,716.1,7,0.0,906.57
CA-2020-101868,2020-09-29,2020-09-30,Second Class,CG-10293,Customer_35,Home Office,Tennessee,South,Scissors,Office Supplies,Storage,85.05,7,0.3,-36.38
CA-2020-101869,2020-09-30,2020-10-07,Second Class,CG-10181,Customer_68,Corporate,Mississippi,South,Sony Headphones,Technology,Copiers,1402.4,6,0.0,1326.63
CA-2020-101870,2020-09-30,2020-10-07,Standard Class,CG-10476,Customer_63,Home Office,Indiana,Central,Canon Copier,Technology,Accessories,1588.5,4,0.2,424.8
CA-2020-101871,2020-09-30,2020-10-04,Same Day,CG-10336,Customer_94,Corporate,Oregon,West,Samsung Galaxy,Technology,Phones,501.93,4,0.3,-76.42
CA-2020-101872,2020-09-30,2020-10-05,Same Day,CG-10456,Customer_131,Home Office,Washington,West,Filing Cabinet,Furniture,Bookcases,891.77,7,0.1,1156.9
CA-2020-101873,2020-09-30,2020-10-01,Same Day,CG-10081,Customer_297,Consumer,North Carolina,East,A4 Paper,Office Supplies,Storage,58.08,4,0.4,-22.78
CA-2020-101874,2020-09-30,2020-10-06,Second Class,CG-10459,Customer_91,Consumer,Nevada,West,iPhone 14,Technology,Accessories,1181.96,3,0.0,763.82
CA-2020-101875,2020-09-30,2020-10-01,Standard Class,CG-10428,Customer_166,Consumer,North Carolina,East,Scissors,Office Supplies,Fasteners,120.61,4,0.4,-80.1
CA-2020-101876,2020-10-01,2020-10-04,Same Day,CG-10112,Customer_262,Corporate,Tennessee,South,Dell Monitor,Technology,Computers,561.55,2,0.0,316.45
CA-2020-101877,2020-10-01,2020-10-06,First Class,CG-10166,Customer_8,Home Office,Mississippi,South,Standing Desk,Furniture,Bookcases,706.6,2,0.2,81.9
CA-2020-101878,2020-10-01,2020-10-07,Same Day,CG-10155,Customer_88,Corporate,California,West,Apple iPad,Technology,Computers,934.73,5,0.0,1029.01
CA-2020-101879,2020-10-01,2020-10-07,Same Day,CG-10253,Customer_155,Home Office,Mississippi,South,Office Chair,Furniture,Tables,903.04,4,0.5,-1022.97
CA-2020-101880,2020-10-01,2020-10-03,Same Day,CG-10052,Customer_269,Consumer,Michigan,Central,Standing Desk,Furniture,Furnishings,806.34,4,0.0,760.22
CA-2020-101881,2020-10-01,2020-10-05,Same Day,CG-10309,Customer_212,Corporate,Michigan,Central,iPhone 14,Technology,Phones,1416.44,6,0.1,1342.02
CA-2020-101882,2020-10-01,2020-10-03,First Class,CG-10095,Customer_133,Home Office,Nevada,West,Stapler,Office Supplies,Fasteners,47.79,2,0.4,-14.88
